Order Date,Ship Mode,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2015/10/3,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7,0,22.792
2015/10/3,Standard Class,Roland Fjeld,Consumer,Trenton,Michigan,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112
2014/4/8,First Class,Yoseph Carroll,Corporate,San Francisco,California,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925
2013/12/7,Standard Class,Melanie Seite,Consumer,Los Angeles,California,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0,28.7712
2014/9/19,Standard Class,Nona Balk,Corporate,Jacksonville,Florida,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184
2015/7/24,Standard Class,Christine Phan,Corporate,New York City,New York,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666
2015/9/19,Standard Class,Barry Französisch,Corporate,Green Bay,Wisconsin,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
2013/8/31,Standard Class,Andrew Roberts,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 226,58.32,9,0,27.9936
2015/11/4,Standard Class,Julie Creighton,Corporate,Atlanta,Georgia,Office Supplies,Labels,Avery 476,12.39,3,0,5.6994
2013/2/8,Standard Class,Lisa Hazard,Consumer,Columbus,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
2012/5/14,Standard Class,Anthony Johnson,Corporate,Saint Petersburg,Florida,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
2014/5/20,Standard Class,Laurel Elliston,Consumer,Arlington,Virginia,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0,179.7488
2012/6/29,Standard Class,Dan Lawera,Consumer,Cincinnati,Ohio,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.6855
2013/8/21,First Class,Nick Zandusky,Home Office,San Francisco,California,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
2013/8/21,First Class,Nick Zandusky,Home Office,San Francisco,California,Office Supplies,Paper,Xerox 191,59.94,3,0,28.1718
2013/8/21,First Class,Nick Zandusky,Home Office,San Francisco,California,Office Supplies,Paper,Xerox 1974,23.92,4,0,11.7208
2013/8/21,First Class,Nick Zandusky,Home Office,San Francisco,California,Office Supplies,Paper,Xerox 1927,4.28,1,0,1.926
2013/10/3,Second Class,Bryan Mills,Consumer,Columbus,Ohio,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.449
2013/10/3,Second Class,Bryan Mills,Consumer,Columbus,Ohio,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,0.2,-2.7
2013/10/3,Second Class,Bryan Mills,Consumer,Columbus,Ohio,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,1,0.5,-15.6156
2013/10/3,Second Class,Bryan Mills,Consumer,Columbus,Ohio,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,2,0.2,0.5998
2015/3/18,Second Class,Clay Ludtke,Consumer,Lancaster,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.2,5.8914
2013/12/12,Standard Class,Liz Thompson,Consumer,Lancaster,California,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,2,0.2,34.8928
2013/6/26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0,69.1008
2013/6/26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,0,4.1634
2013/6/26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,0,21.0896
2013/6/26,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0,79.9056
2014/5/21,Same Day,Joe Kamberova,Consumer,Asheville,North Carolina,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
2012/9/20,Standard Class,Erica Smith,Consumer,San Francisco,California,Office Supplies,Labels,Avery 499,9.96,2,0,4.5816
2012/9/20,Standard Class,Erica Smith,Consumer,San Francisco,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,4,0,10.6428
2013/12/24,First Class,David Bremer,Corporate,Rochester,New York,Office Supplies,Paper,Xerox 1887,132.79,7,0,63.7392
2013/12/24,First Class,David Bremer,Corporate,Rochester,New York,Office Supplies,Paper,Xerox 1967,12.96,2,0,6.2208
2013/12/24,First Class,David Bremer,Corporate,Rochester,New York,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0,10.3488
2013/11/27,Standard Class,Carlos Daly,Consumer,Lake Elsinore,California,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745
2015/2/21,First Class,Helen Wasserman,Corporate,San Diego,California,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0,7.3359
2015/2/21,First Class,Helen Wasserman,Corporate,San Diego,California,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,2,0.2,18.8972
2014/8/19,Second Class,Helen Wasserman,Corporate,New York City,New York,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0,99.4896
2015/4/23,First Class,Gary McGarr,Consumer,San Francisco,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
2012/10/13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,Office Supplies,Art,Newell 32,11.52,4,0,3.2256
2012/10/13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0,311.652
2012/10/13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0,62.0368
2012/10/13,First Class,Zuschuss Carroll,Consumer,Edmonds,Washington,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0,2.578
2015/5/15,Same Day,Pauline Johnson,Consumer,Santa Ana,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
2015/5/15,Same Day,Pauline Johnson,Consumer,Santa Ana,California,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0,601.9699
2013/3/20,First Class,Bart Watters,Corporate,Milwaukee,Wisconsin,Office Supplies,Paper,Xerox 205,51.84,8,0,24.8832
2014/9/16,Standard Class,Dean Braden,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1968,5.344,1,0.2,1.8704
2012/6/28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1995,41.472,8,0.2,14.5152
2012/6/28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,3,0.7,-2.4288
2012/6/28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0
2012/6/28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,3,0.7,-22.7964
2012/6/28,Standard Class,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1941,335.52,4,0.2,117.432
2015/6/21,Standard Class,Toby Ritter,Consumer,Belleville,New Jersey,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991
2015/6/21,Standard Class,Toby Ritter,Consumer,Belleville,New Jersey,Office Supplies,Labels,Avery 508,9.82,2,0,4.8118
2012/5/9,Standard Class,Patrick Gardner,Consumer,San Francisco,California,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.068
2012/5/9,Standard Class,Patrick Gardner,Consumer,San Francisco,California,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.3128
2015/6/17,Second Class,Joel Eaton,Consumer,Florence,Kentucky,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0,90.588
2015/6/17,Second Class,Joel Eaton,Consumer,Florence,Kentucky,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,0,50.5848
2015/6/17,Second Class,Joel Eaton,Consumer,Florence,Kentucky,Technology,Phones,Pyle PMP37LED,191.98,2,0,51.8346
2015/6/17,Second Class,Joel Eaton,Consumer,Florence,Kentucky,Technology,Phones,Clarity 53712,65.99,1,0,17.1574
2014/7/24,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2,2.6412
2014/7/24,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,6.5164
2014/7/24,Standard Class,Jennifer Braxton,Corporate,Tampa,Florida,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.4995
2012/9/8,Second Class,Lisa Hazard,Consumer,Tyler,Texas,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,0.8,-79.3352
2014/3/8,Standard Class,Ed Braxton,Corporate,Fort Worth,Texas,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2,1.5804
2013/11/20,Standard Class,Brian Moss,Corporate,New York City,New York,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0,16.3215
2013/11/20,Standard Class,Brian Moss,Corporate,New York City,New York,Office Supplies,Art,Newell 335,11.52,4,0,3.3408
2013/11/20,Standard Class,Brian Moss,Corporate,New York City,New York,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024
2014/11/8,First Class,Eudokia Martin,Corporate,Los Angeles,California,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7
2014/11/8,First Class,Eudokia Martin,Corporate,Los Angeles,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672
2014/11/8,First Class,Eudokia Martin,Corporate,Los Angeles,California,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0,3.2944
2014/11/8,First Class,Eudokia Martin,Corporate,Los Angeles,California,Office Supplies,Labels,Avery 486,14.62,2,0,6.8714
2013/10/13,Standard Class,Art Foster,Consumer,Louisville,Kentucky,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0,23.4416
2013/10/13,Standard Class,Art Foster,Consumer,Louisville,Kentucky,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0,77.7438
2015/1/2,Standard Class,Guy Armstrong,Consumer,Lorain,Ohio,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568
2012/2/8,Standard Class,Cyma Kinney,Corporate,Linden,New Jersey,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0,49.6048
2014/6/21,Second Class,Dave Poirier,Corporate,Salinas,California,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416
2014/6/21,Second Class,Dave Poirier,Corporate,Salinas,California,Office Supplies,Paper,Xerox 202,38.88,6,0,18.6624
2014/2/19,Standard Class,Greg Tran,Consumer,New York City,New York,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.6718
2014/2/19,Standard Class,Greg Tran,Consumer,New York City,New York,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
2012/8/3,Standard Class,Berenike Kampe,Consumer,New York City,New York,Office Supplies,Paper,Xerox 1884,39.96,2,0,18.7812
2012/8/3,Standard Class,Berenike Kampe,Consumer,New York City,New York,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0,26.598
2012/8/3,Standard Class,Berenike Kampe,Consumer,Tongi,Dhaka,Furniture,Bookcases,Staple magnet,21.36,2,0,5.7672
2015/4/11,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767
2015/4/11,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58
2012/6/9,Standard Class,Chuck Magee,Consumer,Wollongong,New South Wales,Furniture,Chairs,Staple remover,7.36,2,0,0.1472
2012/6/9,Standard Class,Chuck Magee,Consumer,San Francisco,California,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,0,10.626
2014/1/5,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472,6,0.2,40.6878
2014/1/5,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904
2014/1/5,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184,2,0.2,5.1786
2012/1/11,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,Office Supplies,Labels,Avery 482,2.89,1,0,1.3583
2012/1/11,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0,21.2954
2014/9/30,First Class,Linda Southworth,Corporate,Philadelphia,Pennsylvania,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792
2012/4/6,Standard Class,Guy Phonely,Corporate,Lancaster,Pennsylvania,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928
2014/9/4,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98
2014/9/4,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,Technology,Phones,Cisco SPA301,280.782,3,0.4,-46.797
2012/12/10,Standard Class,Sally Matthias,Consumer,New York City,New York,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.2256
2012/12/10,Standard Class,Sally Matthias,Consumer,New York City,New York,Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,0.2,37.2204
2015/8/26,Standard Class,Guy Armstrong,Consumer,Charlotte,North Carolina,Office Supplies,Paper,Xerox 1910,192.16,5,0.2,67.256
2012/9/17,Standard Class,Anthony Garverick,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,4,0.7,-4.1244
2015/12/1,Second Class,Harold Pawlan,Home Office,New York City,New York,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,3,0.2,23.1093
2015/12/1,Second Class,Harold Pawlan,Home Office,New York City,New York,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39
2013/10/9,Standard Class,Dave Kipp,Consumer,Springfield,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2,0,8.3268
2015/12/24,Same Day,Gary Zandusky,Consumer,San Francisco,California,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,0,5.9312
2014/10/23,First Class,Peter McVee,Home Office,Detroit,Michigan,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0,10.048
2012/4/29,Standard Class,Lauren Leatherbury,Consumer,Rochester,New York,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0,5.9364
2013/4/25,Second Class,Jill Stevenson,Corporate,Los Angeles,California,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,3,0.2,4.5318
2015/6/27,Standard Class,Olvera Toch,Consumer,San Diego,California,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,12,0,1.6752
2012/12/9,Standard Class,Cyma Kinney,Corporate,San Francisco,California,Office Supplies,Paper,Xerox 1987,34.68,6,0,16.9932
2015/6/21,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0,14.995
2015/6/21,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006
2015/6/27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,0,2.043
2015/6/27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,4,0,5.4128
2015/6/27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
2014/11/11,First Class,Pamela Coakley,Corporate,San Francisco,California,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.0714
2014/11/11,First Class,Pamela Coakley,Corporate,San Francisco,California,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
2014/10/4,Second Class,Hunter Lopez,Consumer,Houston,Texas,Office Supplies,Fasteners,Staple envelope,15.648,2,0.2,5.0856
2012/9/9,Standard Class,Maribeth Schnelling,Consumer,Detroit,Michigan,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0,51.8
2015/10/30,Second Class,George Bell,Corporate,Auburn,New York,Office Supplies,Paper,Things To Do Today Pad,46.96,8,0,22.5408
2014/4/11,First Class,Justin Ritter,Corporate,Springfield,Ohio,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296
2015/11/12,First Class,Tamara Dahlen,Consumer,Garland,Texas,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,0.2,3.393
2015/11/12,First Class,Tamara Dahlen,Consumer,Garland,Texas,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,4,0.8,-32.088
2015/9/16,First Class,Dave Brooks,Consumer,Chicago,Illinois,Technology,Phones,Avaya 5420 Digital phone,323.976,3,0.2,20.2485
2014/4/9,Standard Class,Logan Currie,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1923,20.04,3,0,9.6192
2014/4/9,Standard Class,Logan Currie,Consumer,Los Angeles,California,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
2014/4/9,Standard Class,Logan Currie,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1931,12.96,2,0,6.2208
2015/12/31,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176
2015/12/31,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0,2.7279
2015/12/31,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,3,0.2,19.791
2015/9/3,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.946
2015/9/3,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78,7,0,829.3754
2015/9/3,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0,81.0474
2015/11/28,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0,19.2454
2015/11/28,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0,56.0547
2012/6/15,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,0.3,-18.5562
2012/6/15,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996
2012/6/15,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656
2014/3/6,Standard Class,Rob Williams,Corporate,Dallas,Texas,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063
2014/3/6,Standard Class,Rob Williams,Corporate,Dallas,Texas,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812
2012/12/5,Standard Class,Roy Collins,Consumer,Alexandria,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
2013/4/11,Standard Class,Sanjit Engle,Consumer,New York City,New York,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,0,34.9074
2013/4/11,Standard Class,Sanjit Engle,Consumer,New York City,New York,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0,10.5552
2013/4/11,Standard Class,Sanjit Engle,Consumer,New York City,New York,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0,113.848
2014/9/16,Standard Class,Adam Hart,Corporate,New York City,New York,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488
2012/9/13,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1985,15.552,3,0.2,5.4432
2012/9/13,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,Technology,Accessories,Hypercom P1300 Pinpad,252,5,0.2,53.55
2013/10/5,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,Office Supplies,Art,Newell 324,46.2,4,0,12.936
2013/10/5,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,0,9.5172
2015/4/15,First Class,Alan Barnes,Consumer,Toledo,Ohio,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536
2015/4/15,First Class,Alan Barnes,Consumer,Toledo,Ohio,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,0.2,21.3408
2015/4/15,First Class,Alan Barnes,Consumer,Toledo,Ohio,Office Supplies,Paper,Xerox 196,13.872,3,0.2,5.0286
2015/9/3,Standard Class,Ralph Kennedy,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148
2014/6/21,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8,0.2,15.2064
2014/6/21,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,JM Magazine Binder,29.718,6,0.7,-21.7932
2014/6/21,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 202,15.552,3,0.2,5.4432
2014/6/21,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2,0.2,33.5772
2013/12/13,Standard Class,Rachel Payne,Corporate,Riverside,California,Office Supplies,Paper,Xerox 213,12.96,2,0,6.2208
2013/12/13,Standard Class,Rachel Payne,Corporate,Riverside,California,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4,0,34.9648
2014/6/20,First Class,Karen Carlisle,Corporate,San Francisco,California,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2,0,8.0464
2014/12/14,Standard Class,Rob Williams,Corporate,Torrance,California,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098
2014/12/14,Standard Class,Rob Williams,Corporate,Torrance,California,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,0.2,41.7852
2013/5/29,Standard Class,John Lucas,Consumer,Seattle,Washington,Office Supplies,Paper,Xerox 1894,32.4,5,0,15.552
2013/5/29,Standard Class,John Lucas,Consumer,Seattle,Washington,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,0,140.5482
2013/5/29,Standard Class,John Lucas,Consumer,Seattle,Washington,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,5,0.2,62.91
2013/7/26,First Class,Cynthia Arntzen,Consumer,Mesa,Arizona,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458
2015/11/29,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,0.2,-12.9122
2015/11/29,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.2,75.5424
2015/11/29,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596
2015/11/29,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 210,15.552,3,0.2,5.4432
2015/11/29,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92
2015/4/4,Standard Class,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,Office Supplies,Fasteners,Staple-based wall hangings,25.472,4,0.2,7.6416
2015/12/29,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
2015/12/29,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.32,-11.596
